book_name,authors,prices
to the end of the land,David Grossman,660.25
to the hermitage,Malcolm Bradbury,850.25
to the lighthouse,Virginia Woolf,1040.25
tobys room,Pat Barker,1187.5
toffee,Sarah Crossan,956.0
toke,Jugal Mody,232.75
tom clancy's enemy contact,Mike Maden,945.25
tom clancy's oath of office,Marc Cameron,945.25
tom gates: super good skills (almost...),Liz Pichon,1135.25
tomorrow`s promise,Bubbles Sabharwal,356.25
too bright to hear too loud to see,Juliann Garey,2275.25
too close,,1100.75
too hot to handle,Katie Agnew,1040.25
too important for the generals: losing and winning the first world war,Allan Mallinson,1895.25
torch,Lin Anderson,985.5
total control,David Baldacci,755.25
touch,Claire North,850.25
touch & go,Lisa Gardner,1895.25
touch and go,Lisa Gardner,1515.25
touch of power,,760.75
touching distance: the great indian mba dream,Shiv Prakash,375.25
touching the void,Joe Simpson,1165.5
touchy subjects,Emma Donoghue,850.25
tower of dawn (throne of glass),Sarah J. Maas,1015.75
toyshe was a husband he was a hero now he is a fugitive,James Patterson,945.25
tracking the tempestjane true series,Nicole Peeler,755.25
tracks: a novel paperback,Louise Erdrich,1040.25
trafalgar,Angélica Gorodischer,1165.5
trafficked the terrifying true story of a british girl forced into the sex trade,Chris Columbus,850.25
train to india: memories of another bengal,,590.75
trainspotting mark renton series book 2,Irvine Welsh,755.25
traitor,Rakshanda Jalil,476.0
traitors blade,Sebastien de Castell,680.2
transmission,Hari Kunzru,340.0
traps,Mackenzie Bezos,1230.25
travails with chachi,Louise Fernandes Khurshid,617.5
treachery,,845.75
treachery in death,J. D. Robb,565.25
treading grapes: walking through the vineyards of tuscany,Rosemary George,250.75
treasure island,Robert Louis Stevenson,332.5
treasures secret star treasures lost treasures found,Nora Roberts,850.25
trespassing,Uzma Aslam Khan,1187.5
"trial, the: women's murder club (book shots)",,250.75
trigger mortis a james bond - novel,Anthony Horowitz,1135.25
trigger warning intl: short fictions and disturbances - (mmp),Neil Gaiman,755.25
triple,Ken Follett,1165.5
tripwire,Lee Child,945.25
tristram shandy,Laurence Sterne,280.25
troublemaker,Linda Howard,1325.25
true betrayals,Nora Roberts,1472.5
true confessions of adrian mole margaret hilda roberts and susan lilian townsend,Sue Townsend,850.25
true detectives,Jonathan Kellerman,945.25
trump vs. china,Newt Gingrich,1795.5
trust exercise,Susan Choi,1615.5
truth about you,Melissa Hill,660.25
truth or dare: number 2 in series whispering springs,Jayne Ann Krentz,565.25
try not to breathe,,590.75
tuesday nights in 1980,Molly Prentiss,1135.25
tuesdays with morrie -,Mitch Albom,850.25
tukis grand salon chase,Parul Sharma,660.25
tulip fever (movie tie-in edition),Deborah Moggach,760.75
turn the beat around,Peter Shapiro,1165.5
turning forty,Mike Gayle,1165.5
turtles all the way down,John Green,1325.25
turtles all the way down -,John Green,1135.25
tutor of history,Manjushree Thapa,755.25
twelfth night (shakespeare stories),Andrew Matthews,335.75
twenty thousand leagues under the sea (vintage classics),Jules Verne,505.75
twilight by azhar abidi,AZHAR ABIDI,565.25
two by two,Nicholas Sparks,755.25
two by two: a beautiful story that will capture your heart,Nicholas Sparks,1100.75
two fates the story of my divorce,Navneet Jagannathan,332.5
two from the heart,James Patterson,1610.25
two graves pendergast,,2422.5
tycoon,Harold Robbins,375.25
typically tanya,Taha Kehar,755.25
u is for undertow,Sue Grafton,660.25
ufos ahistory of alien activity from sightings to abductions to global threat,Rupert Matthews,902.5
ugly love,Colleen Hoover,1325.25
uivaled beautiful idols,Alyson Noel,755.25
uki and the outcasts,Kieran Larwood,895.5
ulysses,James Joyce,332.5
umbrella,Will Self,1325.25
unbelievable: number 4 in series pretty little liars,Sara Shepard,755.25
unbelievable: the story of two detectives' relentless search for the truth,T. Christian Miller,1230.25
"unbreakable: the countess, the nazis and the world’s most dangerous horse race",Richard Askwith,1270.75
uncertn light,,755.25
uncomfortably close: a novel,Lily Brett,945.25
uncommon type: some stories,,1185.75
undelivered letters,J Alchem,755.25
under a blood red sky,Kate Furnivall,546.25
under the dome -,Stephen King,902.5
underderdogs,Robert Ryan,285.0
understanding power: the indispensable chomsky,Noam Chomsky,1185.75
underworld a novel,Don Delillo,1420.25
undying affinity,Sara Naveed,427.5
unexpected blessings,Barbara Taylor Bradford,1135.25
unexpected lessons in love,Lucy Dillon,1135.25
unfinished business,Nora Roberts,850.25
unforgiven: includes a bonus novella,Jay Crownover,1255.5
unglued: making wise choices in the midst of raw emotions,Lysa TerKeurst,1420.25
unheard voices: stories of forgotten lives,Mander Harsh,556.5
unicorn: the memoir of a muslim drag queen,Amrou Al-Kadhi,1230.25
unlikely adventures of the shergill sisters,Balli Kaur Jaswal,1135.25
unlocking the solomon key,Simon Cox,276.25
unmarriageable: a novel,Soniah Kamal,1185.75
unnamed the air exp,Joshua Ferris,660.25
unseen academicals,Terry Pratchett,660.25
unsticky,Sarra Manning,660.25
unstoppable moses,Tyler James Smith,1515.25
untamed: number 4 in series (house of night),P C & Kristin Cast,850.25
until the end of time: a novel,Danielle Steel,675.75
untitled,Marcus Chown,1885.5
untitled adam baron 2,,675.75
untitled chandra,Vikram Chandra,1100.75
untitled montefiore,Santa Montefiore,2515.5
untold story,Monica Ali,660.25
unusual uses for olive oil: a professor dr von igelfeld entertainment novel,Alexander Mccall Smith,1092.5
unwilling conquest,,760.75
upheaval: how nations cope with crisis and change,Jared Diamond,945.25
usborne beginners: why do we eat? (english) - hb,Usborne Publishing,332.5
"user friendly: how the hidden rules of design are changing the way we live, work & play",Cliff Kuang,2370.25
utopia for realists: and how we can get there,Rutger Bregman,1230.25
v is for vengeancekinsey millhone mystery,Sue Grafton,660.25
vacant possession,Hilary Mantel,850.25
vanessa and her sister,Priya Parmar,1515.25
vanity bagh,Anees Salim,1092.5
vanity fair,William Makepeace Thackeray,470.25
veronika decides to die,Paulo Coelho,1230.25
versailles the shockingly sexy novel of the hit tv show,Elizabeth Massie,696.5
vicious circle,Wilbur Smith,807.5
victoria,Daisy Goodwin,850.25
vida,,1015.75
"villanelle: no tomorrow: the basis for killing eve, now a major bbc tv series (killing eve series)",,1100.75
villette,Jinks Mcgrath,470.25
viper wine,Hermione Eyre,1040.25
virgin,Radhika Sanghani,850.25
virgin earth,Philippa Gregory,845.75
virginia woolf: notecards,Benjamin Bird,2370.25
visions of gerard,Jack Kerouac,1165.5
viva modern critical interpretations the red badge of courage,Stephen Crane,280.25
vivek and i,Mayur Patel,565.25
vogue colors a to z: a fashion coloring book,Valerie Steele,1420.25
voice of the violin,Andrea Camilleri,1165.5
voodoo eyes,Nick Stone,660.25
votan and other novels fantasy masterworks,John James,1040.25
voting at fosterganj,Ruskin Bond,375.25
voyager outlander,Diana Gabaldon,850.25
waiting for doggo,Mark B. Mills,850.25
"wake up, girl!",Niharika Jindal,997.5
waking the witch,Kelley Armstrong,712.5
waking up: searching for spirituality without religion,Sam Harris,1317.5
walk in c,Peggy Mohan,945.25
walk the wire,David Baldacci,895.5
walking drum,Louis L Amour,565.25
walking to hollywood,Will Self,997.5
walter gropius,Fiona MacCarthy,1885.5
wanderers all,Janhavi Acharekar,807.5
wanting,Richard Flanagan,1135.25
war,Sebastian Faulks,0.0
war cry,Wilbur Smith,755.25
war with no end,,340.0
warcross ,Mariie NDiaye,1040.25
warlight,Michael Ondaatje,2370.25
warm bodies a,Isaac Marion,1515.25
warm bodies film tie in,Isaac Marion,755.25
wars of the roses trinity: book two,,1780.75
wartime for the shop girls,Joanna Toye,0.0
washington black,Esi Edugyan,1325.25
wasifyat,Wasif Ali Wasif,1300.0
watch me jefferson winter,James Carol,850.25
watching the dark: a dci banks mystery,Peter Robinson,375.25
water,Bapsi Sidhwa,280.25
water for elephants,Sara Gruen,755.25
water spirit and other stories,Imran Hussain,476.0
we are called to rise,Laura McBride,1377.5
we are not in pakistan,Shauna Singh Baldwin,593.75
we are not ourselves,Matthew Thomas,1325.25
we are water,Wally Lamb,945.25
we by yevgeny zamyatin,Yevgeny Zamyatin,1165.5
we come apart,Sarah Crossan,1040.25
we didn't mean to go to sea,Arthur Ransome,985.5
we'll always have casablanca,Noah Isenberg,1615.5
wedding night,Sophie Kinsella,755.25
weep not for me,Constance Jenkins,1255.5
weirdo,Cathi Unsworth,1135.25
welcome to americastan,Jabeen Akhtar,945.25
well schooled in murder inspector lynley mysteries 03,Elizabeth George,522.5
west,Julia Franck,1040.25
what came before he shot her,Elizabeth George,565.25
what is not yours is not yours,Helen Oyeyemi,850.25
what is the what: the autobiography of valentino achak deng vintage,Dave Eggers,593.75
what momma left me,Renée Watson,1092.5
what the nanny saw,Fiona Neill,1420.25
what was promised,Tobias Hill,2370.25
what would boudicca do?: everyday problems solved by history's most remarkable women,Elizabeth Foley,945.25
what you always wanted: -,,807.5
whats eating gilbert grape,Peter Hedges,1515.25
wheels of fire,Terence Strong,522.5
when a lawyer falls in love,Amrita Suresh,280.25
when i hit you or a portrait of the writer as a young wife,Meena Kandasamy,945.25
when karma goes upside down,Dishant Huria,470.25
when life gives you lemons,Fiona Gibson,895.5
when life gives you lululemons,Lauren Weisberger,2605.5
when loss is gain,,604.2
when mr dog bites,Brian Conaghan,1515.25
when peacocks dance: writing on the mosoon,Juhi Sinha,945.25
when she was good,Philip Roth,660.25
when she woke: a novel,Hillary Jordan,1420.25
when the killings done,T.C. Boyle,850.25
when we meet: an anthology,Nora Roberts,675.75
when we were rich,Tim Lott,1230.25
when: the scientific secrets of perfect timing,Daniel H. Pink,1325.25
where angels fear to tread,E M Forster,945.25
where do i belong,Archana Painuly,945.25
where evil lies,Jorgen Brekke,902.5
where the crawdads sing,Delia Owens,1230.25
where the line is drawn: crossing boundaries in occupied palestine,Raja Shehadeh,2252.5
where the world ends,,760.75
where there's a will: can love find a way?,Beth Corby,1230.25
where we belong,Anstey Harris,2245.5
where we come from,Oscar Cásares,1895.25
"where'd you go, bernadette",Maria Semple,1230.25
while the light lasts,Agatha Christie,565.25
while we were watching downton abbey,Wendy Wax,850.25
whiplash an fbi thriller,Catherine Coulter,712.5
whiskey beach,Nora Roberts,1420.25
whiskey tango foxtrot,Kim Barker,945.25
whiskey words & a shovel i,r.h. Sin,1596.0
whiskey words & a shovel ii,r.h. Sin,1325.25
whiskey words & a shovel iii,r.h. Sin,1325.25
whispering in the dark,Ruskin Bond,565.25
white shotgun,Attilio Bolzoni,807.5
white teeth,Zadie Smith,945.25
white wedding,Milly Johnson,945.25
whiteout,Ken Follett,755.25
who are you test your personality know yourself,Thomas J. Craughwell,1040.25
who kidnapped excellence,"Harry Paul & Ross Reck, Ph.D.",470.25
who killed daniel pearl,Bernard-Henri Levy,470.25
who rescued who,Victoria Schade,1895.25
why didn’t they ask evans?,Agatha Christie,565.25
why friendship matters,Michele Mendelssohn,1345.5
why should anyone be led by you? with a new preface by the authors: what it takes to be an authentic leader,Rob Goffee,2612.5
why we love the way we do,Preeti Shenoy,470.25
wicked pleasures,Penny Vincenzi,1420.25
wicked prey,John Sandford,276.25
wide awake,David Levithan,807.5
wife 22,Melanie Gideon,1230.25
wild boar in the cane field,Anniqua Rana,945.25
wild cards viii: one-eyed jacks: (book one of the rox triad),,2035.75
"wild country (world of the others, the book 2)",Anne Bishop,1040.25
wild justice: number 3 in series: nadia stafford book 3,,902.5
wilder girls,,977.5
wildflower paperback,Drew Barrymore,945.25
willful child,Steven Erikson,1282.5
wind in the willows,Thomasina Beck,565.25
wind/pinball,Haruki Murakami,2085.25
wing,Matthew Francis,1885.5
winners,Danielle Steel,1187.5
winners take all: the elite charade of changing the world,Anand Giridharadas,1325.25
winter,Ali Smith,1040.25
winter in kandahar,Steven E Wilson,2375.0
winters tale,Mark Helprin,1040.25
wise children,Angela Carter,755.25
wish me luck b spl,,675.75
wish you well,David Baldacci,1610.25
wish you were here,Graham Swift,1800.25
wishful thinking,Melissa Hill,522.5
witch glitch (witch wars),Pounder Sibéal,1015.75
witches and wedding cake (a magical bakery mystery book 9),Bailey Cates,945.25
witches of the east witches of the east 1,Melissa de La Cruz,660.25
witchrise,Victoria Lamb,660.25
without a trace,Nora Roberts,850.25
without fail,Lee Child,617.5
wolf hall,Hilary Mantel,237.5
wolf hall tv tie in edition,Hilary Mantel,1135.25
woman in cabin 10,Ruth Ware,1185.75
woman of the hour,Jane Lythell,945.25
woman who died a lot,Jasper Fforde,712.5
woman with a secret a novel,Sophie Hannah,1325.25
women extraordinaire a novel,Suchita Malik,660.25
women of sand and myrrh,Hanan Al Shaykh,1325.25
women who work: rewriting the rules for success,Ivanka Trump,1645.0
work like any other: longlisted for the man booker prize 2016,Virginia Reeves,1040.25
work: vintage minis,Joseph Heller,375.25
world war ii (weird world of wonders),TONY ROBINSON,760.75
world without end,Ken Follett,1135.25
worth dying for,Lee Child,755.25
wounded tiger,Peter Oborne,945.25
wrapped up in you,Carole Matthews,850.25
wrath of the lion,,590.75
written in my own hearts blood: a novel outlander,Diana Gabaldon,2845.25
x (kinsey millhone alphabet series),Sue Grafton,760.75
xcess baggage,Varsha Dixit,332.5
xo: a kathryn dance thriller,Jeffrey Deaver,565.25
y is for yesterday,Sue Grafton,1230.25
yasmeen,Sophia Khan,476.0
year one,Nora Roberts,1472.5
year's best sf 16 (year's best sf series),David G. Hartwell,467.5
yes no maybe so,Becky Albertalli,1325.25
yes! i can manage thank you!,Virginia Ironside,1472.5
you & i,Padgett Powell,1135.25
"you and me, always: an uplifting novel of love and friendship",Howard Hughes,760.75
you are a badass at making money,Jen Sincero,796.0
you are not alone,Greer Hendricks,1895.25
you belong to me,Karen Rose,565.25
you can't hide,Sarah Mussi,895.5
you cant go home again,sarvat hasin,796.0
you don't have to live like this,Benjamin Markovits,1325.25
you drive me cry,Carole Matthews,945.25
you know me well,David Levithan,1092.5
you may now kill the bride (return to fear street),R.l. Stine,675.75
"you think it, i'll say it: stories",Curtis Sittenfeld,1230.25
you will be safe here,,845.75
you're crushing it: positivity for living your real life,Lex Croucher,755.25
young blood,Matt Gallagher,1610.25
young goodman brown,Nathaniel Hawthorne,251.75
young jane young,Gabrielle Zevin,997.5
young sherlock 2 : red leech,Andrew Lane,845.75
young sherlock 6 knife edge,Andrew Lane,945.25
young turks,Krishan Partap Singh,340.0
your chinese horoscope 2017 what the year of the rooster holds in store for you,Neil Somerville,626.5
your deepest fear,David Jackson,1615.5
